cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
3941,3-benzhydrylidene-1-azabicyclo[2.2.2]octane,HDKROIJMOQEIJT-UHFFFAOYSA-N,HDKROIJMOQEIJT-UHFFFAOYSA-N,c1ccc(C(=C2CN3CCC2CC3)c2ccccc2)cc1,,C20H21N,275.4,275.395,275.167399674,0,21,0,1,C;H;N,4.2,3.2,0,1,2,PubChem
3942,"3-(dithiophen-2-ylmethylidene)-1,1-dimethylpiperidin-1-ium",VLYQYGBYQKDJLK-UHFFFAOYSA-N,VLYQYGBYQKDJLK-UHFFFAOYSA-N,C[N+]1(C)CCCC(=C(c2cccs2)c2cccs2)C1,,C16H20NS2+,290.5,290.477,290.10371699,1,19,0,1,C;H;N;S,3.8,56.5,0,2,2,PubChem
3943,"N-[3-(11,19-dihydroxy-8,12-dimethyl-2,6-dioxo-3,7-dioxabicyclo[13.4.0]nonadeca-1(15),9,12,16,18-pentaen-4-yl)prop-1-enyl]-4-methoxyiminobut-2-enamide",JYHIHHYYXXKTTJ-UHFFFAOYSA-N,JYHIHHYYXXKTTJ-UHFFFAOYSA-N,CON=CC=CC(=O)NC=CCC1CC(=O)OC(C)C=CC(O)C(C)=CCc2cccc(O)c2C(=O)O1,,C27H32N2O8,512.6,512.559,512.21586598,0,37,0,1,C;H;N;O,3,144,3,9,6,PubChem
3944,"N-[3-[11,19-dihydroxy-8-(hydroxymethyl)-12-methyl-2,6-dioxo-3,7-dioxabicyclo[13.4.0]nonadeca-1(15),9,12,16,18-pentaen-4-yl]prop-1-enyl]-4-methoxyiminobut-2-enamide",JIRIKJKTSMGHQG-UHFFFAOYSA-N,JIRIKJKTSMGHQG-UHFFFAOYSA-N,CON=CC=CC(=O)NC=CCC1CC(=O)OC(CO)C=CC(O)C(C)=CCc2cccc(O)c2C(=O)O1,,C27H32N2O9,528.5,528.558,528.21078060,0,38,0,1,C;H;N;O,2,164,4,10,7,PubChem
3945,2-[6-(2-hydroxy-2-phenylethyl)-1-methylpiperidin-2-yl]-1-phenylethanone,MXYUKLILVYORSK-UHFFFAOYSA-N,MXYUKLILVYORSK-UHFFFAOYSA-N,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,,C22H27NO2,337.5,337.463,337.204179104,0,25,0,1,C;H;N;O,3.8,40.5,1,3,6,PubChem
3946,2-(2-carboxyanilino)-4-chlorobenzoic acid,UGDPYGKWIHHBMB-UHFFFAOYSA-N,UGDPYGKWIHHBMB-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,,C14H10ClNO4,291.68,291.69,291.0298355,0,20,0,1,C;Cl;H;N;O,5.1,86.6,3,5,4,PubChem
3947,"1-(4-chlorophenyl)-2-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylamino]ethanone",SAPNXPWPAUFAJU-UHFFFAOYSA-N,SAPNXPWPAUFAJU-UHFFFAOYSA-N,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,,C26H27ClN2O,419.0,418.968,418.1811912,0,30,0,1,C;Cl;H;N;O,6.8,23.6,0,3,7,PubChem
3948,"1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid",ZEKZLJVOYLTDKK-UHFFFAOYSA-N,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,,C17H19F2N3O3,351.35,351.353,351.13944780,0,25,0,1,C;F;H;N;O,-0.8,72.9,2,8,3,PubChem
3949,"1-[bis(4-fluorophenyl)methyl]-4-[(2,3,4-trimethoxyphenyl)methyl]piperazine",JQSAYKKFZOSZGJ-UHFFFAOYSA-N,JQSAYKKFZOSZGJ-UHFFFAOYSA-N,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,,C27H30F2N2O3,468.5,468.544,468.22244915,0,34,0,1,C;F;H;N;O,4.9,34.2,0,7,8,PubChem
3950,1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NC1CCCCC1,,C9H16ClN3O2,233.69,233.699,233.0931045,0,15,0,1,C;Cl;H;N;O,2.8,61.8,1,3,3,PubChem
3951,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one",HCNLDGTUMBOHKT-UHFFFAOYSA-N,HCNLDGTUMBOHKT-UHFFFAOYSA-N,CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,,C25H28O5,408.5,408.494,408.19367399,0,30,0,1,C;H;O,6.2,87,3,5,5,PubChem
3952,"1-(2-bromo-1,2-diphenylethenyl)-4-ethylbenzene",OQCYTSHIQNPJIC-UHFFFAOYSA-N,OQCYTSHIQNPJIC-UHFFFAOYSA-N,CCc1ccc(C(=C(Br)c2ccccc2)c2ccccc2)cc1,,C22H19Br,363.3,363.298,362.06701,0,23,0,1,Br;C;H,7.4,0,0,0,4,PubChem
3953,"1-[(3,4-dichlorophenyl)methyl]indazole-3-carboxylic acid",DGRMEXOCSJEPGJ-UHFFFAOYSA-N,DGRMEXOCSJEPGJ-UHFFFAOYSA-N,O=C(O)c1nn(Cc2ccc(Cl)c(Cl)c2)c2ccccc12,,C15H10Cl2N2O2,321.2,321.163,320.0119330,0,21,0,1,C;Cl;H;N;O,4.3,55.1,1,3,3,PubChem
3954,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-ium-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide",RDOIQAHITMMDAJ-UHFFFAOYSA-O,RDOIQAHITMMDAJ-UHFFFAOYSA-O,CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,C29H34ClN2O2+,478.0,478.056,477.2308810,1,34,0,1,C;Cl;H;N;O,5,45,2,2,7,PubChem
3955,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide",RDOIQAHITMMDAJ-UHFFFAOYSA-N,RDOIQAHITMMDAJ-UHFFFAOYSA-N,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,C29H33ClN2O2,477.0,477.048,476.2230560,0,34,0,1,C;Cl;H;N;O,5,43.8,1,3,7,PubChem
3956,7-[(2-amino-2-phenylacetyl)amino]-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,JAPHQRWPEGVNBT-UHFFFAOYSA-N,JAPHQRWPEGVNBT-UHFFFAOYSA-N,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,,C16H16ClN3O4,349.77,349.774,349.0829337,0,24,0,1,C;Cl;H;N;O,-1.7,113,3,5,4,PubChem
3957,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate",JCCNYMKQOSZNPW-UHFFFAOYSA-N,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,C22H23ClN2O2,382.9,382.891,382.1448057,0,27,0,1,C;Cl;H;N;O,5.2,42.4,0,3,2,PubChem
3958,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one",DIWRORZWFLOCLC-UHFFFAOYSA-N,DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,,C15H10Cl2N2O2,321.2,321.163,320.0119330,0,21,0,1,C;Cl;H;N;O,2.4,61.7,2,3,1,PubChem
3959,"4-[(3,4-dichlorobenzoyl)amino]-5-(dipentylamino)-5-oxopentanoate",IEKOTSCYBBDIJC-UHFFFAOYSA-M,IEKOTSCYBBDIJC-UHFFFAOYSA-M,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,,C22H31Cl2N2O4-,458.4,458.406,457.1660879,-1,30,0,1,C;Cl;H;N;O,6.1,89.5,1,4,13,PubChem
3960,"4-[(3,4-dichlorobenzoyl)amino]-5-(dipentylamino)-5-oxopentanoic acid",IEKOTSCYBBDIJC-UHFFFAOYSA-N,IEKOTSCYBBDIJC-UHFFFAOYSA-N,CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,,C22H32Cl2N2O4,459.4,459.414,458.1739129,0,30,0,1,C;Cl;H;N;O,5.5,86.7,2,4,14,PubChem
3961,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,C22H23ClN6O,422.9,422.92,422.1621871,0,30,0,1,C;Cl;H;N;O,4.3,92.5,2,5,8,PubChem
3962,"[8-[2-(4-hydroxy-6-oxooxan-2-yl)ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2-methylbutanoate",PCZOHLXUXFIOCF-UHFFFAOYSA-N,PCZOHLXUXFIOCF-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,C24H36O5,404.5,404.547,404.25627424,0,29,0,1,C;H;O,4.3,72.8,1,5,7,PubChem
3963,"2-(2-acetyl-5-methylanilino)-2-(2,6-dichlorophenyl)acetamide",CJPLEFFCVDQQFZ-UHFFFAOYSA-N,CJPLEFFCVDQQFZ-UHFFFAOYSA-N,CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,,C17H16Cl2N2O2,351.2,351.233,350.0588831,0,23,0,1,C;Cl;H;N;O,4.4,72.2,2,3,5,PubChem
3964,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine",XJGVXQDUIWGIRW-UHFFFAOYSA-N,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,,C18H18ClN3O,327.8,327.815,327.1138399,0,23,0,1,C;Cl;H;N;O,3.1,28.1,0,3,1,PubChem
3965,2-[4-[(2-oxocyclopentyl)methyl]phenyl]propanoic acid,YMBXTVYHTMGZDW-UHFFFAOYSA-N,YMBXTVYHTMGZDW-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,,C15H18O3,246.30,246.306,246.125594432,0,18,0,1,C;H;O,2.4,54.4,1,3,4,PubChem
3966,"7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecane",SLRCCWJSBJZJBV-UHFFFAOYSA-N,SLRCCWJSBJZJBV-UHFFFAOYSA-N,C1CCN2CC3CC(CN4CCCCC34)C2C1,,C15H26N2,234.38,234.387,234.209598838,0,17,0,1,C;H;N,2.5,6.5,0,2,0,PubChem
3968,"2,6-ditert-butyl-4-(ethylaminomethyl)phenol",WQNYIWJBDGLKEB-UHFFFAOYSA-N,WQNYIWJBDGLKEB-UHFFFAOYSA-N,CCNCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,C17H29NO,263.4,263.425,263.224914549,0,19,0,1,C;H;N;O,4.6,32.3,2,2,5,PubChem
3969,1-[2-hydroxy-3-propyl-4-[4-(2H-tetrazol-5-yl)butoxy]phenyl]ethanone,MWYHLEQJTQJHSS-UHFFFAOYSA-N,MWYHLEQJTQJHSS-UHFFFAOYSA-N,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,,C16H22N4O3,318.37,318.377,318.16919058,0,23,0,1,C;H;N;O,3.7,101,2,6,9,PubChem
3970,1-methyl-N-(8-methyl-8-azabicyclo[3.2.1]octan-3-yl)indazole-3-carboxamide,DDHAJFBBJWHSBR-UHFFFAOYSA-N,DDHAJFBBJWHSBR-UHFFFAOYSA-N,CN1C2CCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,,C17H22N4O,298.4,298.39,298.17936134,0,22,0,1,C;H;N;O,2.4,50.2,1,3,2,PubChem
3971,8-phenyl-2-piperazin-1-ylchromen-4-one,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,,C19H18N2O2,306.4,306.365,306.136827821,0,23,0,1,C;H;N;O,2.8,41.6,1,4,2,PubChem
3972,"3-hydroxybutan-2-yl 7-methyl-4-propan-2-yl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline-9-carboxylate",JQYLIGHHVGCTPR-UHFFFAOYSA-N,JQYLIGHHVGCTPR-UHFFFAOYSA-N,CC(O)C(C)OC(=O)C1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,,C23H32N2O3,384.5,384.52,384.24129289,0,28,0,1,C;H;N;O,3.1,54.7,1,4,5,PubChem
3973,2-morpholin-4-yl-8-phenylchromen-4-one,CZQHHVNHHHRRDU-UHFFFAOYSA-N,CZQHHVNHHHRRDU-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,,C19H17NO3,307.3,307.349,307.12084340,0,23,0,1,C;H;N;O,3.1,38.8,0,4,2,PubChem
3976,"6-anilinoquinoline-5,8-dione",GXIJYWUWLNHKNW-UHFFFAOYSA-N,GXIJYWUWLNHKNW-UHFFFAOYSA-N,O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21,,C15H10N2O2,250.25,250.257,250.074227566,0,19,0,1,C;H;N;O,2.5,59.1,1,4,2,PubChem
3977,"2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene",OAIJSZIZWZSQBC-UHFFFAOYSA-N,OAIJSZIZWZSQBC-UHFFFAOYSA-N,CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,,C40H56,536.9,536.888,536.438201786,0,40,0,1,C;H,15.6,0,0,0,16,PubChem
3978,"5,7-dioxa-12-azapentacyclo[10.6.1.02,10.04,8.015,19]nonadeca-2,4(8),9,15-tetraene-17,18-diol",XGVJWXAYKUHDOO-UHFFFAOYSA-N,XGVJWXAYKUHDOO-UHFFFAOYSA-N,OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,,C16H17NO4,287.31,287.315,287.11575802,0,21,0,1,C;H;N;O,0,62.2,2,5,0,PubChem
3979,"5-(3,7-dimethylocta-1,6-dien-3-yl)-13-(hydroxymethyl)-9-methyl-10-propan-2-yl-3,9,12-triazatricyclo[6.6.1.04,15]pentadeca-1,4,6,8(15)-tetraen-11-one",KISDGNGREAJPQR-UHFFFAOYSA-N,KISDGNGREAJPQR-UHFFFAOYSA-N,C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C,,C27H39N3O2,437.6,437.628,437.30422750,0,32,0,1,C;H;N;O,6.2,68.4,3,3,7,PubChem
3981,"N,N-diethyl-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",VAYOSLLFUXYJDT-UHFFFAOYSA-N,VAYOSLLFUXYJDT-UHFFFAOYSA-N,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,,C20H25N3O,323.4,323.44,323.199762429,0,24,0,1,C;H;N;O,3,39.3,1,2,3,PubChem
3982,"(7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinolin-9-yl)methanol",BIXJFIJYBLJTMK-UHFFFAOYSA-N,BIXJFIJYBLJTMK-UHFFFAOYSA-N,CN1CC(CO)C=C2c3cccc4[nH]cc(c34)CC21,,C16H18N2O,254.33,254.333,254.141913202,0,19,0,1,C;H;N;O,2.2,39.3,2,2,1,PubChem
3983,(3-hexadecoxy-2-hydroxypropyl) 2-(trimethylazaniumyl)ethyl phosphate,VLBPIWYTPAXCFJ-UHFFFAOYSA-N,VLBPIWYTPAXCFJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,,C24H52NO6P,481.6,481.655,481.35322538,0,32,0,1,C;H;N;O;P,5.9,88.1,1,6,24,PubChem
3984,2-[(3-hexadecoxy-2-hydroxypropoxy)-hydroxyphosphoryl]oxyethyl-trimethylazanium,VLBPIWYTPAXCFJ-UHFFFAOYSA-O,VLBPIWYTPAXCFJ-UHFFFAOYSA-O,CCCCCCCCCCCCCCCCOCC(O)COP(=O)(O)OCC[N+](C)(C)C,,C24H53NO6P+,482.7,482.663,482.36105041,1,32,0,1,C;H;N;O;P,6,85.2,2,6,24,PubChem
3985,(2-hydroxy-3-octadecoxypropyl) 2-(trimethylazaniumyl)ethyl phosphate,XKBJVQHMEXMFDZ-UHFFFAOYSA-N,XKBJVQHMEXMFDZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,,C26H56NO6P,509.7,509.709,509.38452550,0,34,0,1,C;H;N;O;P,7,88.1,1,6,26,PubChem
3988,(2-hydroxy-3-phosphonooxypropyl) octadec-9-enoate,WRGQSWVCFNIUNZ-UHFFFAOYSA-N,WRGQSWVCFNIUNZ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,,C21H41O7P,436.5,436.526,436.25899064,0,29,0,1,C;H;O;P,5.2,113,3,7,21,PubChem
3989,"6-amino-2-[[2-(2,6-diaminohexanoylamino)-3-(1H-indol-3-yl)propanoyl]amino]hexanoic acid",YUTZYVTZDVZBJJ-UHFFFAOYSA-N,YUTZYVTZDVZBJJ-UHFFFAOYSA-N,NCCCCC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)O,,C23H36N6O4,460.6,460.579,460.27980365,0,33,0,1,C;H;N;O,-2.8,189,7,7,15,PubChem
3990,"6-amino-2-[[2-(2,6-diaminohexanoylamino)-3-(4-hydroxyphenyl)propanoyl]amino]hexanoic acid",WINFHLHJTRGLCV-UHFFFAOYSA-N,WINFHLHJTRGLCV-UHFFFAOYSA-N,NCCCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCCN)C(=O)O,,C21H35N5O5,437.5,437.541,437.26381923,0,31,0,1,C;H;N;O,-4.5,194,7,8,15,PubChem
3991,"trimethyl-[3-(2,2,2-trifluoro-1,1-dihydroxyethyl)phenyl]azanium",KGVDBJQLTHWAJF-UHFFFAOYSA-N,KGVDBJQLTHWAJF-UHFFFAOYSA-N,C[N+](C)(C)c1cccc(C(O)(O)C(F)(F)F)c1,,C11H15F3NO2+,250.24,250.24,250.10548821,1,17,0,1,C;F;H;N;O,1.3,40.5,2,5,2,PubChem
3993,2-(3-nitroanilino)ethyl phosphono hydrogen phosphate,QVTLPSDZGBJADC-UHFFFAOYSA-N,QVTLPSDZGBJADC-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(NCCOP(=O)(O)OP(=O)(O)O)c1,,C8H12N2O9P2,342.14,342.137,342.00180396,0,21,0,1,C;H;N;O;P,-1.1,171,4,10,7,PubChem
3994,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,MXWDSZWTBOCWBK-UHFFFAOYSA-N,MXWDSZWTBOCWBK-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,,C16H25N3O3,307.39,307.394,307.18959167,0,22,0,1,C;H;N;O,1.7,81.7,3,4,9,PubChem
3995,1-[4-amino-3-chloro-5-(trifluoromethyl)phenyl]-2-(tert-butylamino)ethanol,JSJCTEKTBOKRST-UHFFFAOYSA-N,JSJCTEKTBOKRST-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,,C13H18ClF3N2O,310.74,310.747,310.1059754,0,20,0,1,C;Cl;F;H;N;O,2.5,58.3,3,6,4,PubChem
3998,4-(aminomethyl)benzenesulfonamide,TYMRLRRVMHJFTF-UHFFFAOYSA-N,TYMRLRRVMHJFTF-UHFFFAOYSA-N,NCc1ccc(S(N)(=O)=O)cc1,,C7H10N2O2S,186.23,186.236,186.04629874,0,12,0,1,C;H;N;O;S,-0.7,94.6,2,4,2,PubChem
3999,"2,10-dimethoxy-6,6-dimethyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-6-ium-1,11-diol",YLRXAIKMLINXQY-UHFFFAOYSA-O,YLRXAIKMLINXQY-UHFFFAOYSA-O,COc1ccc2c(c1O)-c1c(O)c(OC)cc3c1C(C2)[N+](C)(C)CC3,,C20H24NO4+,342.4,342.415,342.17053325,1,25,0,1,C;H;N;O,2.7,58.9,2,4,2,PubChem
4000,"1-(3,7-dimethylocta-2,6-dienyl)-3-methyl-9H-carbazol-2-ol",JSSIAXXILAGJKE-UHFFFAOYSA-N,JSSIAXXILAGJKE-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCc1c(O)c(C)cc2c1[nH]c1ccccc12,,C23H27NO,333.5,333.475,333.209264485,0,25,0,1,C;H;N;O,7.2,36,2,1,5,PubChem
4001,"[4-(4-bromo-3,3-dimethylcyclohexyl)-2,3-dioxabicyclo[2.2.2]oct-5-en-1-yl]methanol",KZRDDGGREUNDMV-UHFFFAOYSA-N,KZRDDGGREUNDMV-UHFFFAOYSA-N,CC1(C)CC(C23C=CC(CO)(CC2)OO3)CCC1Br,,C15H23BrO3,331.24,331.25,330.08306,0,19,0,1,Br;C;H;O,3,38.7,1,3,2,PubChem
4002,"10-amino-2-methyl-2,7-diazatricyclo[6.3.1.04,12]dodeca-1(12),3,7,9-tetraen-11-one",RUIRYCQUTHWLMZ-UHFFFAOYSA-N,RUIRYCQUTHWLMZ-UHFFFAOYSA-N,Cn1cc2c3c1C(=O)C(N)=CC3=NCC2,,C11H11N3O,201.22,201.229,201.090211983,0,15,0,1,C;H;N;O,0,60.4,1,3,0,PubChem
4003,tert-butyl N-[6-acetamido-1-[(4-methyl-2-oxochromen-7-yl)amino]-1-oxohexan-2-yl]carbamate,SUTRDULVNIPNLW-UHFFFAOYSA-N,SUTRDULVNIPNLW-UHFFFAOYSA-N,CC(=O)NCCCCC(NC(=O)OC(C)(C)C)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,,C23H31N3O6,445.5,445.516,445.22128572,0,32,0,1,C;H;N;O,2.2,123,3,6,10,PubChem
4004,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,JXSJBGJIGXNWCI-UHFFFAOYSA-N,JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,,C10H19O6PS2,330.4,330.364,330.03606767,0,19,0,1,C;H;O;P;S,2.4,128,0,8,11,PubChem
4005,"4-butan-2-yl-7-(2-methylpropyl)-10-propan-2-yl-15,16-dithia-2,5,8,11,19-pentazabicyclo[11.4.2]nonadecane-3,6,9,12,18-pentone",RNCGDQLZIATDOU-UHFFFAOYSA-N,RNCGDQLZIATDOU-UHFFFAOYSA-N,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C2CSSCC(NC1=O)C(=O)N2,,C23H39N5O5S2,529.7,529.729,529.23926171,0,35,0,1,C;H;N;O;S,2.1,196,5,7,5,PubChem
4006,"dipropan-2-yl 2-(1,3-dithiol-2-ylidene)propanedioate",YPIQVCUJEKAZCP-UHFFFAOYSA-N,YPIQVCUJEKAZCP-UHFFFAOYSA-N,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,,C12H16O4S2,288.4,288.39,288.04900133,0,18,0,1,C;H;O;S,3.8,103,0,6,6,PubChem
4007,"6-(hydroxymethyl)-2-methyl-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,3,4-triol",HXOXUDVNFQMLDB-UHFFFAOYSA-N,HXOXUDVNFQMLDB-UHFFFAOYSA-N,CC1(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,,C13H24O11,356.32,356.324,356.13186158,0,24,0,1,C;H;O,-4.5,190,8,11,4,PubChem
4008,"5-O-[2-(4-benzhydrylpiperazin-1-yl)ethyl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",ANEBWFXPVPTEET-UHFFFAOYSA-N,ANEBWFXPVPTEET-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,,C35H38N4O6,610.7,610.711,610.27913494,0,45,0,1,C;H;N;O,5.6,117,1,9,11,PubChem
4009,"2-hydroxy-3-[6-hydroxy-5-[4-methyl-6-(2,6,6-trimethylcyclohexen-1-yl)hex-3-enyl]-3,6-dihydro-2H-pyran-2-yl]-2H-furan-5-one",FGJIDQWRRLDGDB-UHFFFAOYSA-N,FGJIDQWRRLDGDB-UHFFFAOYSA-N,CC(=CCCC1=CCC(C2=CC(=O)OC2O)OC1O)CCC1=C(C)CCCC1(C)C,,C25H36O5,416.5,416.558,416.25627424,0,30,0,1,C;H;O,3.5,76,2,5,7,PubChem
4010,"N-[5-hydroxy-5-[7-[(2-hydroxy-5-oxocyclopenten-1-yl)amino]-7-oxohepta-1,3,5-trienyl]-2-oxo-7-oxabicyclo[4.1.0]hept-3-en-3-yl]-2,4,6-trimethyldeca-2,4-dienamide",TWWQHCKLTXDWBD-UHFFFAOYSA-N,TWWQHCKLTXDWBD-UHFFFAOYSA-N,CCCCC(C)C=C(C)C=C(C)C(=O)NC1=CC(O)(C=CC=CC=CC(=O)NC2=C(O)CCC2=O)C2OC2C1=O,,C31H38N2O7,550.6,550.652,550.26790156,0,40,0,1,C;H;N;O,4.1,145,4,7,12,PubChem
4011,"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine",QSLMDECMDJKHMQ-UHFFFAOYSA-N,QSLMDECMDJKHMQ-UHFFFAOYSA-N,CNCCCC12CCC(c3ccccc31)c1ccccc12,,C20H23N,277.4,277.411,277.183049738,0,21,0,1,C;H;N,4.6,12,1,1,4,PubChem
